session_id,Admin_Unit_Code,park_name,habitat,is_shared_park,Plot_Name,Site_Name,Date,Visit,Observer,month,month_name,week,day_of_season,start_hour,time_band,session_duration_min,Temperature,Humidity,temp_band,humidity_band,Sky,Wind,Disturbance,species_per_session,sightings_per_session,at_risk_sightings,flyovers,pct_at_risk_per_session,has_at_risk
PRWI-0360|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0360,PRWI 6,2018-07-03,2,Brian Swimelar,2018-07,July,27,57,9,Late (9-10am),10.0,30.6000003814697,78.4000015258789,>30C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,7,8,1,0,12.5,True
PRWI-0366|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0366,PRWI 10,2018-06-08,1,Elizabeth Oswald,2018-06,June,23,32,7,Mid (7-8am),10.0,17.7000007629395,84.5999984741211,15-20C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,12,17,1,0,5.88,True
PRWI-0366|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0366,PRWI 10,2018-07-02,2,Brian Swimelar,2018-07,July,27,56,8,Mid (7-8am),10.0,27.6000003814697,97.9000015258789,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,Slight effect on count,12,13,0,0,0.0,False
PRWI-0369|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0369,PRWI 9,2018-06-08,1,Elizabeth Oswald,2018-06,June,23,32,6,Early (5-6am),10.0,17.5,85.5,15-20C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,12,12,1,0,8.33,True
PRWI-0369|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0369,PRWI 9,2018-07-02,2,Brian Swimelar,2018-07,July,27,56,7,Mid (7-8am),10.0,28.7999992370605,75.1999969482422,25-30C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,7,8,0,0,0.0,False
PRWI-0377|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0377,PRWI 12,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,7,Mid (7-8am),10.0,21.6000003814697,69.4000015258789,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,11,15,1,0,6.67,True
PRWI-0377|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0377,PRWI 12,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,8,Mid (7-8am),10.0,26.2999992370605,84.8000030517578,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,3,4,0,0,0.0,False
PRWI-0378|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0378,PRWI 12,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,8,Mid (7-8am),10.0,22.0,74.9000015258789,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,11,12,0,0,0.0,False
PRWI-0378|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0378,PRWI 12,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,8,Mid (7-8am),10.0,28.2999992370605,88.0,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,6,0,0,0.0,False
PRWI-0379|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0379,PRWI 12,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,8,Mid (7-8am),10.0,24.3999996185303,67.9000015258789,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,8,9,1,0,11.11,True
PRWI-0379|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0379,PRWI 12,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,8,Mid (7-8am),10.0,28.0,77.4000015258789,25-30C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,5,0,0,0.0,False
PRWI-0381|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0381,PRWI 12,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,10,Late (9-10am),10.0,23.7999992370605,79.5999984741211,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,6,7,0,0,0.0,False
PRWI-0381|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0381,PRWI 12,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,9,Late (9-10am),10.0,29.7000007629395,89.3000030517578,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,6,0,0,0.0,False
PRWI-0392|2018-06-09|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0392,PRWI 11,2018-06-09,1,Kimberly Serno,2018-06,June,23,33,8,Mid (7-8am),10.0,22.2999992370605,82.0,20-25C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,6,9,0,0,0.0,False
PRWI-0392|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0392,PRWI 11,2018-07-03,2,Brian Swimelar,2018-07,July,27,57,8,Mid (7-8am),10.0,29.1000003814697,89.1999969482422,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,4,5,0,0,0.0,False
PRWI-0395|2018-06-05|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0395,PRWI 6,2018-06-05,1,Elizabeth Oswald,2018-06,June,23,29,9,Late (9-10am),10.0,19.2000007629395,81.5,15-20C,>80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,7,7,1,0,14.29,True
PRWI-0395|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0395,PRWI 6,2018-07-03,2,Brian Swimelar,2018-07,July,27,57,8,Mid (7-8am),10.0,28.2000007629395,90.5,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,6,6,0,0,0.0,False
PRWI-0398|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0398,PRWI 10,2018-06-08,1,Elizabeth Oswald,2018-06,June,23,32,7,Mid (7-8am),10.0,18.0,83.4000015258789,15-20C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,7,9,1,0,11.11,True
PRWI-0398|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0398,PRWI 10,2018-07-02,2,Brian Swimelar,2018-07,July,27,56,8,Mid (7-8am),10.0,29.3999996185303,80.5,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,6,0,0,0.0,False
PRWI-0399|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0399,PRWI 10,2018-06-08,1,Elizabeth Oswald,2018-06,June,23,32,8,Mid (7-8am),10.0,18.3999996185303,84.9000015258789,15-20C,>80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,6,8,0,0,0.0,False
PRWI-0399|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0399,PRWI 10,2018-07-02,2,Brian Swimelar,2018-07,July,27,56,8,Mid (7-8am),10.0,29.0,76.6999969482422,25-30C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,8,9,0,0,0.0,False
PRWI-0401|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0401,PRWI 9,2018-06-08,1,Elizabeth Oswald,2018-06,June,23,32,6,Early (5-6am),10.0,16.7000007629395,81.0,15-20C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,10,14,3,0,21.43,True
PRWI-0401|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0401,PRWI 9,2018-07-02,2,Brian Swimelar,2018-07,July,27,56,6,Early (5-6am),10.0,26.6000003814697,81.3000030517578,25-30C,>80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,7,7,0,0,0.0,False
PRWI-0409|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0409,PRWI 12,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,8,Mid (7-8am),10.0,23.2000007629395,70.6999969482422,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,8,10,0,0,0.0,False
PRWI-0409|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0409,PRWI 12,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,7,Mid (7-8am),10.0,28.7999992370605,79.9000015258789,25-30C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,5,5,0,0,0.0,False
PRWI-0417|2018-06-10|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0417,PRWI 16,2018-06-10,1,Brian Swimelar,2018-06,June,23,34,7,Mid (7-8am),10.0,26.2999992370605,82.0999984741211,25-30C,>80%,Fog,Calm (< 1 mph) smoke rises vertically,No effect on count,6,6,0,0,0.0,False
PRWI-0417|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0417,PRWI 16,2018-07-03,2,Kimberly Serno,2018-07,July,27,57,9,Late (9-10am),10.0,28.0,79.5999984741211,25-30C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,4,5,1,0,20.0,True
PRWI-0431|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0431,PRWI 10,2018-06-08,1,Elizabeth Oswald,2018-06,June,23,32,8,Mid (7-8am),10.0,18.1000003814697,83.9000015258789,15-20C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,10,11,1,0,9.09,True
PRWI-0431|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0431,PRWI 10,2018-07-02,2,Brian Swimelar,2018-07,July,27,56,9,Late (9-10am),10.0,29.0,80.4000015258789,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,9,9,0,0,0.0,False
PRWI-0436|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0436,PRWI 9,2018-06-08,1,Elizabeth Oswald,2018-06,June,23,32,6,Early (5-6am),10.0,16.8999996185303,80.5,15-20C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,No effect on count,9,9,0,0,0.0,False
PRWI-0436|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0436,PRWI 9,2018-07-02,2,Brian Swimelar,2018-07,July,27,56,6,Early (5-6am),10.0,25.2000007629395,74.0999984741211,25-30C,60-80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,8,10,0,0,0.0,False
PRWI-0441|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0441,PRWI 15,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,7,Mid (7-8am),10.0,20.2000007629395,75.9000015258789,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,13,0,0,0.0,False
PRWI-0441|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0441,PRWI 15,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,7,Mid (7-8am),10.0,28.0,78.3000030517578,25-30C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,12,13,0,0,0.0,False
PRWI-0446|2018-06-10|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0446,PRWI 19,2018-06-10,1,Elizabeth Oswald,2018-06,June,23,34,6,Early (5-6am),10.0,19.8999996185303,90.8000030517578,15-20C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,4,5,0,0,0.0,False
PRWI-0446|2018-07-04|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0446,PRWI 19,2018-07-04,2,Kimberly Serno,2018-07,July,27,58,9,Late (9-10am),10.0,27.2000007629395,84.0999984741211,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,4,6,0,0,0.0,False
PRWI-0447|2018-06-10|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0447,PRWI 19,2018-06-10,1,Elizabeth Oswald,2018-06,June,23,34,6,Early (5-6am),10.0,20.2000007629395,92.1999969482422,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,7,8,0,0,0.0,False
PRWI-0447|2018-07-04|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0447,PRWI 19,2018-07-04,2,Kimberly Serno,2018-07,July,27,58,9,Late (9-10am),10.0,27.2000007629395,86.0,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,9,11,1,0,9.09,True
PRWI-0463|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0463,PRWI 10,2018-06-08,1,Elizabeth Oswald,2018-06,June,23,32,8,Mid (7-8am),10.0,19.6000003814697,85.8000030517578,15-20C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,9,10,2,0,20.0,True
PRWI-0463|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0463,PRWI 10,2018-07-02,2,Brian Swimelar,2018-07,July,27,56,9,Late (9-10am),10.0,31.2000007629395,90.0999984741211,>30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,7,7,1,0,14.29,True
PRWI-0466|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0466,PRWI 9,2018-06-08,1,Elizabeth Oswald,2018-06,June,23,32,5,Early (5-6am),10.0,17.1000003814697,75.0999984741211,15-20C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,7,7,0,0,0.0,False
PRWI-0466|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0466,PRWI 9,2018-07-02,2,Brian Swimelar,2018-07,July,27,56,5,Early (5-6am),10.0,25.2000007629395,74.0,25-30C,60-80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,5,5,1,0,20.0,True
PRWI-0475|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0475,PRWI 15,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,5,Early (5-6am),10.0,19.7999992370605,73.4000015258789,15-20C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,11,12,1,0,8.33,True
PRWI-0475|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0475,PRWI 15,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,5,Early (5-6am),10.0,24.3999996185303,83.0999984741211,20-25C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,9,1,0,11.11,True
PRWI-0477|2018-06-10|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0477,PRWI 19,2018-06-10,1,Elizabeth Oswald,2018-06,June,23,34,6,Early (5-6am),10.0,20.1000003814697,90.0999984741211,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Serious effect on count,3,4,0,0,0.0,False
PRWI-0477|2018-07-04|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0477,PRWI 19,2018-07-04,2,Kimberly Serno,2018-07,July,27,58,9,Late (9-10am),10.0,27.8999996185303,82.0,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,7,8,0,0,0.0,False
PRWI-0480|2018-06-10|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0480,PRWI 16,2018-06-10,1,Brian Swimelar,2018-06,June,23,34,7,Mid (7-8am),10.0,25.6000003814697,80.0,25-30C,60-80%,Fog,Calm (< 1 mph) smoke rises vertically,No effect on count,4,5,1,0,20.0,True
PRWI-0480|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0480,PRWI 16,2018-07-03,2,Kimberly Serno,2018-07,July,27,57,10,Late (9-10am),10.0,28.8999996185303,76.9000015258789,25-30C,60-80%,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,10,13,1,0,7.69,True
PRWI-0491|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0491,PRWI 10,2018-06-08,1,Elizabeth Oswald,2018-06,June,23,32,9,Late (9-10am),10.0,20.7999992370605,81.8000030517578,20-25C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,10,10,1,0,10.0,True
PRWI-0491|2018-07-02|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0491,PRWI 10,2018-07-02,2,Brian Swimelar,2018-07,July,27,56,10,Late (9-10am),10.0,29.7000007629395,83.8000030517578,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,6,0,0,0.0,False
PRWI-0504|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0504,PRWI 15,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,6,Early (5-6am),10.0,22.0,67.4000015258789,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,10,11,0,0,0.0,False
PRWI-0504|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0504,PRWI 15,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,6,Early (5-6am),10.0,27.1000003814697,76.8000030517578,25-30C,60-80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,5,7,0,0,0.0,False
PRWI-0505|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0505,PRWI 15,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,6,Early (5-6am),10.0,20.6000003814697,70.0999984741211,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,10,13,2,0,15.38,True
PRWI-0505|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0505,PRWI 15,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,6,Early (5-6am),10.0,24.3999996185303,83.0999984741211,20-25C,>80%,Fog,Calm (< 1 mph) smoke rises vertically,No effect on count,8,9,2,0,22.22,True
PRWI-0508|2018-06-10|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0508,PRWI 19,2018-06-10,1,Elizabeth Oswald,2018-06,June,23,34,5,Early (5-6am),10.0,19.7999992370605,89.5999984741211,15-20C,>80%,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,7,7,1,0,14.29,True
PRWI-0508|2018-07-04|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0508,PRWI 19,2018-07-04,2,Kimberly Serno,2018-07,July,27,58,9,Late (9-10am),10.0,27.7999992370605,82.4000015258789,25-30C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,10,11,0,0,0.0,False
PRWI-0512|2018-06-09|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0512,PRWI 17,2018-06-09,1,Elizabeth Oswald,2018-06,June,23,33,6,Early (5-6am),10.0,21.2999992370605,87.3000030517578,20-25C,>80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,9,9,1,0,11.11,True
PRWI-0512|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0512,PRWI 17,2018-07-03,2,Kimberly Serno,2018-07,July,27,57,6,Early (5-6am),10.0,26.0,79.5999984741211,25-30C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Moderate effect on count,10,13,0,0,0.0,False
PRWI-0516|2018-06-09|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0516,PRWI 11,2018-06-09,1,Kimberly Serno,2018-06,June,23,33,7,Mid (7-8am),10.0,21.2000007629395,84.0,20-25C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,11,14,0,0,0.0,False
PRWI-0516|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0516,PRWI 11,2018-07-03,2,Brian Swimelar,2018-07,July,27,57,6,Early (5-6am),10.0,28.7999992370605,79.0,25-30C,60-80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,9,10,0,0,0.0,False
PRWI-0530|2018-06-08|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0530,PRWI 15,2018-06-08,1,Kimberly Serno,2018-06,June,23,32,7,Mid (7-8am),10.0,20.7000007629395,67.6999969482422,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,12,14,2,0,14.29,True
PRWI-0530|2018-07-05|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0530,PRWI 15,2018-07-05,2,Brian Swimelar,2018-07,July,27,59,6,Early (5-6am),10.0,27.2000007629395,83.8000030517578,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,6,7,0,0,0.0,False
PRWI-0537|2018-06-10|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0537,PRWI 19,2018-06-10,1,Elizabeth Oswald,2018-06,June,23,34,7,Mid (7-8am),10.0,19.8999996185303,93.4000015258789,15-20C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,8,8,0,0,0.0,False
PRWI-0537|2018-07-04|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0537,PRWI 19,2018-07-04,2,Kimberly Serno,2018-07,July,27,58,8,Mid (7-8am),10.0,26.2999992370605,84.8000030517578,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,9,0,0,0.0,False
PRWI-0539|2018-06-10|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0539,PRWI 19,2018-06-10,1,Elizabeth Oswald,2018-06,June,23,34,7,Mid (7-8am),10.0,19.7000007629395,92.0999984741211,15-20C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,Slight effect on count,9,12,0,0,0.0,False
PRWI-0539|2018-07-04|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0539,PRWI 19,2018-07-04,2,Kimberly Serno,2018-07,July,27,58,8,Mid (7-8am),10.0,25.7000007629395,84.6999969482422,25-30C,>80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,8,9,0,0,0.0,False
PRWI-0546|2018-06-09|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0546,PRWI 11,2018-06-09,1,Kimberly Serno,2018-06,June,23,33,7,Mid (7-8am),10.0,20.6000003814697,83.4000015258789,20-25C,>80%,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,10,13,1,0,7.69,True
PRWI-0546|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0546,PRWI 11,2018-07-03,2,Brian Swimelar,2018-07,July,27,57,6,Early (5-6am),10.0,26.6000003814697,83.0999984741211,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,9,10,0,0,0.0,False
PRWI-0555|2018-06-09|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0555,PRWI 14,2018-06-09,1,Brian Swimelar,2018-06,June,23,33,10,Late (9-10am),10.0,27.7999992370605,81.5,25-30C,>80%,Cloudy/Overcast,Calm (< 1 mph) smoke rises vertically,No effect on count,7,8,0,0,0.0,False
PRWI-0555|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0555,PRWI 14,2018-07-03,2,Elizabeth Oswald,2018-07,July,27,57,10,Late (9-10am),10.0,28.2000007629395,84.4000015258789,25-30C,>80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,7,8,0,0,0.0,False
PRWI-0575|2018-06-09|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0575,PRWI 11,2018-06-09,1,Kimberly Serno,2018-06,June,23,33,6,Early (5-6am),10.0,20.8999996185303,85.6999969482422,20-25C,>80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,8,11,0,0,0.0,False
PRWI-0575|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0575,PRWI 11,2018-07-03,2,Brian Swimelar,2018-07,July,27,57,6,Early (5-6am),10.0,25.1000003814697,83.6999969482422,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,8,10,1,0,10.0,True
PRWI-0601|2018-06-09|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0601,PRWI 11,2018-06-09,1,Kimberly Serno,2018-06,June,23,33,6,Early (5-6am),10.0,21.6000003814697,77.6999969482422,20-25C,60-80%,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,No effect on count,11,14,1,0,7.14,True
PRWI-0601|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0601,PRWI 11,2018-07-03,2,Brian Swimelar,2018-07,July,27,57,7,Mid (7-8am),10.0,28.3999996185303,90.6999969482422,25-30C,>80%,Clear or Few Clouds,Calm (< 1 mph) smoke rises vertically,No effect on count,5,8,0,0,0.0,False
PRWI-0608|2018-06-09|V1,PRWI,Prince William Forest Park,Forest,False,PRWI-0608,PRWI 14,2018-06-09,1,Brian Swimelar,2018-06,June,23,33,9,Late (9-10am),10.0,26.8999996185303,78.0999984741211,25-30C,60-80%,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,No effect on count,7,9,0,1,0.0,False
PRWI-0608|2018-07-03|V2,PRWI,Prince William Forest Park,Forest,False,PRWI-0608,PRWI 14,2018-07-03,2,Elizabeth Oswald,2018-07,July,27,57,9,Late (9-10am),10.0,27.2999992370605,85.5999984741211,25-30C,>80%,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,6,9,0,0,0.0,False
